,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
19096,Northcote,31 Gladstone Av,3,h,1335000,S,Nelson,22/07/2017,5.3,3070,3,1,1,390,112,1920,Darebin,-37.76588,144.99731,Northern Metropolitan,11364
19101,Oakleigh South,44 Golf Rd,4,h,1390000,S,Buxton,22/07/2017,15.5,3167,4,2,2,558,243,2010,Monash,-37.91917,145.08807,South-Eastern Metropolitan,3692
19102,Pakenham,1 Loxton Wy,4,h,643500,S,C21,22/07/2017,47.3,3810,4,2,2,600,300,2010,Cardinia,-38.07583,145.43698,Eastern Victoria,17384
19108,Pascoe Vale,1A Braeside St,2,t,510000,PI,Nelson,22/07/2017,8.5,3044,2,1,1,129,88.3,2012,Moreland,-37.71865,144.95018,Northern Metropolitan,7485
19109,Pascoe Vale,3/25 Devon Rd,2,u,550000,SP,Rendina,22/07/2017,8.5,3044,2,1,1,164,80.7,2008,Moreland,-37.72219,144.92559,Northern Metropolitan,7485
19111,Pascoe Vale,2/8 Stewart St,2,u,580000,S,Nelson,22/07/2017,8.5,3044,2,1,1,103,111,2010,Moreland,-37.72773,144.92628,Northern Metropolitan,7485
19118,Preston,5/49 Austral Av,1,u,250000,PI,hockingstuart,22/07/2017,8.4,3072,1,1,1,631,34,1965,Darebin,-37.74495,144.99322,Northern Metropolitan,14577
19119,Preston,1/70 Bruce St,1,u,392000,S,Harcourts,22/07/2017,8.4,3072,1,1,1,629,41,1965,Darebin,-37.74144,144.99326,Northern Metropolitan,14577
19120,Preston,24 Dermot St,1,u,505000,SP,Woodards,22/07/2017,8.4,3072,1,1,1,102,43,2000,Darebin,-37.74679,145.01394,Northern Metropolitan,14577
19121,Preston,27 Pender St,3,h,980000,S,Harrington,22/07/2017,8.4,3072,3,1,3,397,107,1925,Darebin,-37.73724,145.00984,Northern Metropolitan,14577
19124,Reservoir,9/23 Ashley St,2,h,320000,PI,Ray,22/07/2017,12,3073,2,1,1,89,65,1965,Darebin,-37.71766,145.00132,Northern Metropolitan,21650
19127,Reservoir,11 Knox St,5,h,1282500,SA,Nelson,22/07/2017,12,3073,5,2,2,499,251,2015,Darebin,-37.72556,144.99021,Northern Metropolitan,21650
19129,Richmond,221/253 Bridge Rd,2,u,419000,S,Jellis,22/07/2017,2.4,3121,2,1,1,3512,51,2011,Yarra,-37.81828,144.99789,Northern Metropolitan,14949
19134,Richmond,401/28 Tanner St,2,u,1667500,S,Jellis,22/07/2017,2.4,3121,2,2,2,92,141,1940,Yarra,-37.82324,144.99174,Northern Metropolitan,14949
19137,Ringwood,26 Major St,3,h,882500,S,hockingstuart,22/07/2017,19.9,3134,3,2,2,918,145,1975,Maroondah,-37.794,145.24636,Eastern Metropolitan,7785
19139,Ringwood,3 Sang Ct,3,h,910000,S,Philip,22/07/2017,19.9,3134,3,2,2,651,162,1977,Maroondah,-37.79638,145.24268,Eastern Metropolitan,7785
19146,Sandringham,124 Abbott St,3,h,1651000,S,Buxton,22/07/2017,15.2,3191,3,2,1,390,125,1950,Bayside,-37.95035,145.01571,Southern Metropolitan,4497
19148,Scoresby,72 Arnold Dr,4,h,1040000,S,Purplebricks,22/07/2017,22.2,3179,4,2,2,1134,152,1970,Knox,-37.89496,145.23404,Eastern Metropolitan,2206
19149,Scoresby,17 Walsh Av,4,h,1120000,S,Noel,22/07/2017,22.2,3179,4,2,2,960,179,1985,Knox,-37.88992,145.22123,Eastern Metropolitan,2206
19156,South Morang,102 Vincent Dr,3,h,500000,SA,Harcourts,22/07/2017,20.5,3752,3,2,2,330,118,2008,Whittlesea,-37.64027,145.08745,Northern Metropolitan,7969
19163,Springvale South,5 Gwent St,3,h,700000,PI,iSell,22/07/2017,22.2,3172,3,1,2,638,105,1980,Greater Dandenong,-37.98031,145.15497,South-Eastern Metropolitan,4054
19172,Strathmore,10 Fenacre St,4,h,1220000,S,Nelson,22/07/2017,8.2,3041,4,1,2,750,185,1960,Moonee Valley,-37.73051,144.91731,Western Metropolitan,3284
19173,Sunbury,315 Elizabeth Dr,3,h,500000,S,YPA,22/07/2017,31.7,3429,3,1,3,678,127,1975,Hume,-37.56935,144.7241,Western Metropolitan,14092
19174,Sunbury,11 Gruner St,3,h,438000,S,YPA,22/07/2017,31.7,3429,3,1,4,606,96,1994,Hume,-37.57532,144.71058,Western Metropolitan,14092
19177,Sunshine North,95A Berkshire Rd,4,t,650000,SP,Sweeney,22/07/2017,10.5,3020,4,2,1,283,181.6,2005,Brimbank,-37.76508,144.83629,Western Metropolitan,4217
19180,Sunshine West,9 Noble Ct,3,t,615000,PI,Barry,22/07/2017,10.5,3020,3,2,1,358,27,1999,Brimbank,-37.79573,144.79311,Western Metropolitan,6763
19186,Sydenham,7 Argyll St,4,h,740000,S,Purplebricks,22/07/2017,18,3037,4,2,2,1017,156,2000,Brimbank,-37.69106,144.75854,Western Metropolitan,3640
19189,Tarneit,26 Bradman Dr,4,h,463500,S,hockingstuart,22/07/2017,18.4,3029,4,2,2,371,156,2006,Wyndham,-37.867,144.65618,Western Metropolitan,10160
19190,Tarneit,30 Cobram St,3,h,530000,S,hockingstuart,22/07/2017,18.4,3029,3,2,2,400,153,2009,Wyndham,-37.83353,144.67324,Western Metropolitan,10160
19192,Tarneit,7 Vive St,3,h,446000,S,Sweeney,22/07/2017,18.4,3029,3,2,2,326,162,2012,Wyndham,-37.85037,144.66179,Western Metropolitan,10160
19193,Taylors Hill,55 Bloomsbury Dr,3,h,520000,S,Barry,22/07/2017,18,3037,3,2,2,389,161,2005,Melton,-37.71364,144.76031,Western Metropolitan,4242
19194,Taylors Hill,20 Hobart Wy,3,h,530000,SP,YPA,22/07/2017,18,3037,3,2,1,343,119,2011,Melton,-37.7117,144.75204,Western Metropolitan,4242
19195,Taylors Hill,6 Hobart Wy,5,h,725500,S,Barry,22/07/2017,18,3037,5,3,2,450,260,2011,Melton,-37.71152,144.75283,Western Metropolitan,4242
19200,Taylors Lakes,23A Wentworth Dr,3,t,502000,S,Barry,22/07/2017,15.5,3038,3,2,2,198,143,2004,Brimbank,-37.69503,144.77869,Western Metropolitan,5336
19204,Templestowe Lower,46 Feathertop Av,4,h,1215000,S,hockingstuart,22/07/2017,12.4,3107,4,2,4,729,240,1970,Manningham,-37.76846,145.11183,Eastern Metropolitan,5420
19206,Templestowe Lower,1/6 Union St,2,t,731000,S,Jellis,22/07/2017,12.4,3107,2,1,1,217,115,2005,Manningham,-37.75671,145.11401,Eastern Metropolitan,5420
19207,Thomastown,24 Banksia Av,3,h,651000,SA,Harcourts,22/07/2017,15.3,3074,3,1,2,526,116,1970,Whittlesea,-37.68164,144.99769,Northern Metropolitan,7955
19209,Thomastown,14 Marjory St,3,h,631000,S,Harcourts,22/07/2017,15.3,3074,3,1,2,584,121,1965,Whittlesea,-37.6819,145.02294,Northern Metropolitan,7955
19211,Thornbury,105 Fyffe St,3,h,1110000,SP,McGrath,22/07/2017,7,3071,3,1,0,396,113,1930,Darebin,-37.75358,144.98534,Northern Metropolitan,8870
19215,Tullamarine,56 Broadmeadows Rd,3,h,822000,S,Jason,22/07/2017,12.9,3043,3,1,1,778,112,1960,Hume,-37.70321,144.87972,Western Metropolitan,3296
19216,Vermont,88 Boronia Rd,3,h,988000,S,Fletchers,22/07/2017,17.2,3133,3,1,1,653,119,1970,Whitehorse,-37.84034,145.2022,Eastern Metropolitan,4181
19220,Wantirna South,1/20 Kensington Pl,3,t,630000,S,Ray,22/07/2017,14.7,3152,3,1,2,169,141,2001,Knox,-37.87345,145.22973,Eastern Metropolitan,7082
19222,Watsonia,18 Barry St,3,h,830000,S,Barry,22/07/2017,14.5,3087,3,1,1,598,104.4,1975,Banyule,-37.717,145.08891,Northern Metropolitan,2329
19223,Watsonia North,27 Kurrajong Cr,3,h,710000,S,Ray,22/07/2017,14.5,3087,3,1,2,600,115,1974,Banyule,-37.69872,145.08743,Northern Metropolitan,1442
19225,Werribee,8 Centenary Cr,3,h,383000,S,Greg,22/07/2017,14.7,3030,3,1,2,548,95,1960,Wyndham,-37.8889,144.65744,Western Metropolitan,16166
19227,Werribee,5 Flourish Wy,4,h,463000,S,hockingstuart,22/07/2017,14.7,3030,4,2,2,358,148,2012,Wyndham,-37.91807,144.63816,Western Metropolitan,16166
19230,Werribee,3 Parramatta Rd,3,h,452000,SP,Biggin,22/07/2017,14.7,3030,3,1,3,567,121,1980,Wyndham,-37.88666,144.66149,Western Metropolitan,16166
19232,Werribee,17 Timbarra Dr,4,h,665000,S,hockingstuart,22/07/2017,14.7,3030,4,2,2,520,201,2014,Wyndham,-37.91859,144.64143,Western Metropolitan,16166
19233,Werribee,6 Troup Ct,3,h,485000,SP,Reliance,22/07/2017,14.7,3030,3,1,1,633,88,1960,Wyndham,-37.89444,144.65591,Western Metropolitan,16166
19234,Werribee,17 Xavier Ct,4,h,510000,SP,YPA,22/07/2017,14.7,3030,4,2,1,531,147,2003,Wyndham,-37.89556,144.64268,Western Metropolitan,16166
19236,West Footscray,16 Market St,3,h,850000,S,Jas,22/07/2017,6.4,3012,3,1,2,269,111,1910,Maribyrnong,-37.79638,144.87911,Western Metropolitan,5058
19242,Williamstown,22 Hotham St,4,h,1440000,S,Williams,22/07/2017,6.8,3016,4,2,0,240,170,1900,Hobsons Bay,-37.85414,144.89561,Western Metropolitan,6380
19248,Yarra Glen,15 Yarra St,3,h,620000,SP,Buckingham,22/07/2017,31.4,3775,3,2,1,863,180.56,1975,Yarra Ranges,-37.65391,145.37389,Northern Victoria,1160
19249,Yarraville,61 Eirene St,2,h,900000,SP,Sweeney,22/07/2017,6.3,3013,2,1,3,463,123.5,1940,Maribyrnong,-37.82333,144.87955,Western Metropolitan,6543
19250,Yarraville,30 Freame St,4,h,1407000,S,Village,22/07/2017,6.3,3013,4,2,2,446,152,1955,Maribyrnong,-37.81845,144.87464,Western Metropolitan,6543
19253,Airport West,10A Coniston Av,3,t,780000,S,RE,29/07/2017,10.4,3042,3,2,1,195,192,2005,Moonee Valley,-37.7325,144.88272,Western Metropolitan,3464
19255,Albanvale,10 Elinga Ct,3,h,555000,SP,Sweeney,29/07/2017,14,3021,3,1,3,566,126,1980,Brimbank,-37.74306,144.76679,Western Metropolitan,1899
19258,Albion,1/26 Talmage St,3,t,580000,PI,Douglas,29/07/2017,10.5,3020,3,2,2,175,110,2014,Brimbank,-37.77856,144.82443,Western Metropolitan,2185
19263,Ardeer,1 Chelsey St,3,h,627000,S,Barry,29/07/2017,12.8,3022,3,1,2,697,102,1960,Brimbank,-37.77713,144.79746,Western Metropolitan,1281
19269,Ashwood,7 Barrington Dr,4,h,1540000,S,Jellis,29/07/2017,10.2,3147,4,2,3,668,205,1970,Monash,-37.86096,145.10026,Southern Metropolitan,2894
19274,Balwyn,27 Burroughs Rd,5,h,3812000,S,VICProp,29/07/2017,7.9,3103,5,4,2,729,1,2012,Boroondara,-37.806,145.09511,Southern Metropolitan,5682
19278,Balwyn North,12 Maud St,4,h,1755000,S,Jellis,29/07/2017,9.7,3104,4,2,2,605,155,1938,Boroondara,-37.79466,145.06564,Southern Metropolitan,7809
19279,Bayswater,592 Mountain Hwy,3,h,606000,S,McGrath,29/07/2017,23.2,3153,3,1,1,424,94,1970,Knox,-37.84291,145.25545,Eastern Metropolitan,5030
19286,Bentleigh,2 Osborne Av,3,t,1435000,S,hockingstuart,29/07/2017,11.4,3204,3,3,2,307,177,2014,Glen Eira,-37.91648,145.04927,Southern Metropolitan,6795
19290,Bentleigh East,16 Waratah St,3,t,1260000,S,Woodards,29/07/2017,13.8,3165,3,2,2,669,138,1960,Glen Eira,-37.91289,145.08065,Southern Metropolitan,10969
19291,Berwick,33 Jane St,3,h,620000,S,C21,29/07/2017,35.2,3806,3,1,2,792,101,1970,Casey,-38.03517,145.33886,Eastern Victoria,17093
19295,Blackburn South,12/5 Travellyn Ct,2,u,615000,S,Ray,29/07/2017,13.4,3130,2,1,1,3316,85,1970,Whitehorse,-37.8321,145.14444,Eastern Metropolitan,4387
19298,Boronia,15 New St,4,h,770000,SP,Noel,29/07/2017,25,3155,4,2,2,723,1,1970,Knox,-37.8476,145.29493,Eastern Metropolitan,9704
19303,Brighton,6/105 Cochrane St,2,u,845000,SP,Buxton,29/07/2017,10.5,3186,2,1,1,100,110,1960,Bayside,-37.89569,144.99881,Southern Metropolitan,10579
19312,Broadmeadows,18 Katunga Cr,4,h,706000,S,YPA,29/07/2017,14,3047,4,1,4,752,115,1960,Hume,-37.67641,144.91435,Northern Metropolitan,4294
19314,Brookfield,30 Pinrush Rd,4,h,456000,S,Reliance,29/07/2017,29.8,3338,4,2,2,576,189,2010,Melton,-37.69104,144.54532,Western Victoria,3122
19316,Brunswick,1/46 Davies St,2,h,650000,S,Jellis,29/07/2017,5.2,3056,2,1,1,108,70,1970,Moreland,-37.75715,144.96824,Northern Metropolitan,11918
19320,Brunswick East,1/51 Brunswick Rd,2,h,620000,S,Nicholson,29/07/2017,4,3057,2,1,1,123,79,1960,Moreland,-37.7784,144.97404,Northern Metropolitan,5533
19323,Brunswick East,2/38 Ethel St,2,h,501000,S,Jellis,29/07/2017,4,3057,2,1,1,71,47,1970,Moreland,-37.77169,144.97557,Northern Metropolitan,5533
19326,Brunswick West,17 Cohuna St,2,h,1150000,S,Jellis,29/07/2017,5.2,3055,2,1,1,539,107,1940,Moreland,-37.77279,144.94069,Northern Metropolitan,7082
19335,Burwood East,1/2 Ellesmere Rd,3,u,835000,S,Ray,29/07/2017,14.7,3151,3,2,2,347,143,2000,Whitehorse,-37.85377,145.15512,Eastern Metropolitan,4048
19337,Cairnlea,16 Westbury St,3,h,640000,S,HAR,29/07/2017,14.8,3023,3,2,2,316,170,2008,Brimbank,-37.76048,144.78847,Western Metropolitan,2674
19338,Camberwell,52 Ellsworth Cr,3,t,1280000,SP,Jellis,29/07/2017,7.7,3124,3,2,2,186,158,2014,Boroondara,-37.84143,145.08705,Southern Metropolitan,8920
19341,Camberwell,6 Regent St,4,h,2500000,VB,Fletchers,29/07/2017,7.7,3124,4,2,3,947,225,1930,Boroondara,-37.84403,145.09545,Southern Metropolitan,8920
19343,Camberwell,2/37 Thomas St,2,u,600800,S,Philip,29/07/2017,7.7,3124,2,1,1,1625,1,1960,Boroondara,-37.84237,145.09257,Southern Metropolitan,8920
19352,Carnegie,1/80 Truganini Rd,3,u,1151000,S,Woodards,29/07/2017,10.1,3163,3,2,1,259,115,1995,Glen Eira,-37.89178,145.0539,Southern Metropolitan,7822
19354,Carrum,29 Whatley St,3,h,625000,SP,Buxton,29/07/2017,31.2,3197,3,2,1,379,170,1950,Kingston,-38.07912,145.12965,South-Eastern Metropolitan,1989
19355,Carrum Downs,9 Pinewood Dr,3,h,480000,S,Harcourts,29/07/2017,34.9,3201,3,1,0,528,106,1981,Frankston,-38.09798,145.18737,South-Eastern Metropolitan,8060
19358,Chadstone,1/6 Crana Ct,5,t,1050000,S,Buxton,29/07/2017,11.7,3148,5,2,2,276,159,2011,Monash,-37.87883,145.09741,Southern Metropolitan,3582
19360,Chelsea Heights,11 Rebecca Cl,5,h,835500,S,Ray,29/07/2017,27,3196,5,5,4,570,243,1990,Kingston,-38.03335,145.13212,South-Eastern Metropolitan,2076
19361,Cheltenham,22 Cavanagh St,4,h,1740000,SP,O'Brien,29/07/2017,17.9,3192,4,2,2,721,283,2010,Kingston,-37.9641,145.06547,Southern Metropolitan,9758
19372,Coburg,68 Marks St,4,h,1400000,S,Nelson,29/07/2017,6.7,3058,4,2,2,426,165,1930,Moreland,-37.74892,144.95759,Northern Metropolitan,11204
19373,Coburg,34 Soudan St,2,h,996000,S,Nelson,29/07/2017,6.7,3058,2,1,1,476,97,1930,Moreland,-37.73883,144.95321,Northern Metropolitan,11204
19375,Coburg North,17 Delta Av,4,h,1011000,S,Nelson,29/07/2017,6.7,3058,4,2,2,500,145,1930,Moreland,-37.72165,144.95853,Northern Metropolitan,3445
19378,Coburg North,10 Shore Gr,3,t,830000,S,Ray,29/07/2017,6.7,3058,3,2,2,275,142,2008,Moreland,-37.73156,144.97087,Northern Metropolitan,3445
19381,Craigieburn,15 Champion Pde,4,h,510000,PI,LJ,29/07/2017,20.6,3064,4,2,1,336,83,2014,Hume,-37.59392,144.89956,Northern Metropolitan,15510
19383,Craigieburn,10 Olympic Wy,4,h,590000,S,YPA,29/07/2017,20.6,3064,4,2,2,512,200.71,2007,Hume,-37.58505,144.93592,Northern Metropolitan,15510
19386,Craigieburn,66 Willmott Dr,3,h,390000,S,Ray,29/07/2017,20.6,3064,3,1,1,301,109,2001,Hume,-37.58739,144.92619,Northern Metropolitan,15510
19388,Cranbourne North,13 Cumquat Ct,4,h,500000,S,Ray,29/07/2017,34.7,3977,4,2,0,579,149,1990,Casey,-38.07202,145.27369,South-Eastern Metropolitan,6464
19402,Doncaster,10 Wilsons Rd,3,h,1420000,VB,Barry,29/07/2017,12.4,3108,3,1,2,721,130,1965,Manningham,-37.79244,145.12021,Eastern Metropolitan,9028
19408,Doncaster East,21 Runnymede St,3,h,1460000,SP,Biggin,29/07/2017,14.3,3109,3,1,2,660,117,1965,Manningham,-37.77859,145.15755,Eastern Metropolitan,10999
19413,Doveton,49 Kanooka Gr,3,h,450000,SP,Stockdale,29/07/2017,28.8,3177,3,1,0,585,85,1960,Casey,-37.99608,145.23587,South-Eastern Metropolitan,3533
19420,Elsternwick,3/14 Sinclair St,2,u,834500,S,Biggin,29/07/2017,7.2,3185,2,1,2,538,92,2005,Glen Eira,-37.88295,145.00083,Southern Metropolitan,4898
19422,Eltham North,15 Highpoint Cr,4,h,920000,S,Buckingham,29/07/2017,18,3095,4,3,2,1503,209,1980,Nillumbik,-37.70697,145.14105,Eastern Metropolitan,2346
19425,Elwood,3/28 Avoca Av,2,u,930000,S,Chisholm,29/07/2017,7.2,3184,2,1,1,837,80,1930,Port Phillip,-37.87307,144.98635,Southern Metropolitan,8989
19426,Elwood,1/121 Brighton Rd,2,u,720000,S,Chisholm,29/07/2017,7.2,3184,2,1,2,797,90,1920,Port Phillip,-37.87449,144.99059,Southern Metropolitan,8989
19433,Elwood,3/521 St Kilda St,2,u,715000,S,Chisholm,29/07/2017,7.2,3184,2,1,1,795,80,2005,Port Phillip,-37.88351,144.99202,Southern Metropolitan,8989
19434,Emerald,35 Kings Rd,2,h,655000,S,Kaye,29/07/2017,36.9,3782,2,1,0,1000,81.79,1980,Cardinia,-37.93064,145.4453,Eastern Victoria,2259
19435,Endeavour Hills,44 Denton Dr,3,h,630000,SP,O'Brien,29/07/2017,28.5,3802,3,2,2,581,128,1985,Casey,-37.98418,145.27178,South-Eastern Metropolitan,8443
19437,Endeavour Hills,9 Knight Ct,3,h,676000,SP,O'Brien,29/07/2017,28.5,3802,3,2,3,810,114,1980,Casey,-37.98841,145.26001,South-Eastern Metropolitan,8443
19440,Epping,19 Lotus Ct,4,h,658000,PI,hockingstuart,29/07/2017,19.6,3076,4,2,2,571,200,1997,Whittlesea,-37.63762,145.03539,Northern Metropolitan,10926
19441,Epping,13 Manley St,3,h,500000,S,Darren,29/07/2017,19.6,3076,3,2,2,321,130,2011,Whittlesea,-37.63169,145.03135,Northern Metropolitan,10926
19443,Epping,8 Shields St,3,h,560000,S,HAR,29/07/2017,19.6,3076,3,2,1,390,147,2007,Whittlesea,-37.62882,145.00979,Northern Metropolitan,10926
19445,Epping,2/33 Wedge St,2,u,503000,S,Love,29/07/2017,19.6,3076,2,2,2,214,115,2000,Whittlesea,-37.65151,145.02815,Northern Metropolitan,10926
19452,Fairfield,9 Rushall St,3,h,1800000,SP,Jellis,29/07/2017,5.7,3078,3,1,2,697,112,1925,Darebin,-37.77662,145.02288,Northern Metropolitan,2970
19455,Ferntree Gully,3 Hooker Rd,3,h,861000,S,Ray,29/07/2017,24.8,3156,3,2,1,720,162,1960,Knox,-37.87768,145.25918,Eastern Metropolitan,10788
19457,Ferntree Gully,72 Ormonde Rd,4,h,890000,S,Ray,29/07/2017,24.8,3156,4,2,2,659,177,1992,Knox,-37.89508,145.27879,Eastern Metropolitan,10788
19464,Frankston,55 Margate Av,4,h,680000,VB,hockingstuart,29/07/2017,38,3199,4,2,3,767,210,1980,Frankston,-38.16147,145.14285,South-Eastern Metropolitan,17055
19467,Frankston North,7 Wirilda Cr,3,h,570000,SP,C21,29/07/2017,36.9,3200,3,1,4,632,104,1960,Frankston,-38.11984,145.16209,Eastern Victoria,2500
19468,Frankston South,90 Yuille St,4,h,945000,S,Bowman,29/07/2017,38,3199,4,2,2,694,265,2009,Frankston,-38.16227,145.1208,South-Eastern Metropolitan,7566
19474,Glen Iris,4/1508 Malvern Rd,2,t,955000,S,Jellis,29/07/2017,7.3,3146,2,1,1,197,1,1970,Stonnington,-37.85448,145.0485,Southern Metropolitan,10412
19479,Glenroy,20A Apsley St,3,h,820000,S,Stockdale,29/07/2017,11.2,3046,3,1,4,650,135,1950,Moreland,-37.70768,144.92586,Northern Metropolitan,8870
19482,Glenroy,69 Melbourne Av,3,h,680000,S,FN,29/07/2017,11.2,3046,3,1,1,422,104,1960,Moreland,-37.70425,144.93164,Northern Metropolitan,8870
19486,Greensborough,50 Albion Cr,4,h,770000,PI,Darren,29/07/2017,16.1,3088,4,2,2,789,169,1975,Banyule,-37.69646,145.12163,Northern Metropolitan,8524
19488,Greensborough,12 Yangoora Pl,4,h,900000,S,Morrison,29/07/2017,16.1,3088,4,3,1,807,190,1975,Banyule,-37.70077,145.12743,Northern Metropolitan,8524
19498,Heidelberg,2/14 Edgar St,3,t,835000,VB,hockingstuart,29/07/2017,8.9,3084,3,2,2,161,135,2010,Banyule,-37.74897,145.07024,Eastern Metropolitan,2890
19501,Highett,1/12 Jillian Av,3,t,1200000,S,Charlton,29/07/2017,16,3190,3,1,2,269,125,2000,Bayside,-37.94775,145.02379,Southern Metropolitan,4794
19502,Highett,1/1 Peterson St,3,t,1030000,PI,Hodges,29/07/2017,16,3190,3,2,2,240,180,2006,Bayside,-37.9461,145.02432,Southern Metropolitan,4794
19504,Highett,31 The Crescent,4,t,1200000,S,hockingstuart,29/07/2017,16,3190,4,2,2,304,183,2007,Kingston,-37.94633,145.04947,Southern Metropolitan,4794
19505,Highett,46 Wilson St,2,h,1150000,PI,hockingstuart,29/07/2017,16,3190,2,1,2,591,100,1950,Bayside,-37.94763,145.02717,Southern Metropolitan,4794
19507,Hillside,20 Viridian Dr,4,h,618350,S,YPA,29/07/2017,18,3037,4,2,2,542,221,2009,Melton,-37.68104,144.74608,Western Metropolitan,5556
19509,Hoppers Crossing,7 Brooke Ct,3,h,540000,S,Ray,29/07/2017,18.4,3029,3,2,2,580,200,1990,Wyndham,-37.87447,144.66771,Western Metropolitan,13830
19515,Ivanhoe,25 Fairy St,4,h,2530000,VB,Miles,29/07/2017,7.8,3079,4,2,0,637,306,1936,Banyule,-37.77671,145.04005,Eastern Metropolitan,5549
19519,Keilor Park,45 Collinson St,3,h,750000,S,Nelson,29/07/2017,10.4,3042,3,2,2,761,222,1980,Brimbank,-37.72224,144.85739,Western Metropolitan,1119
19520,Keilor Park,26 Snow St,5,h,765000,SP,McDonald,29/07/2017,10.4,3042,5,3,4,650,178,1970,Brimbank,-37.72285,144.86073,Western Metropolitan,1119
19525,Kew,6/385 Barkers Rd,3,t,1405000,S,Buckingham,29/07/2017,5.4,3101,3,2,2,325,129,1980,Boroondara,-37.81614,145.05056,Southern Metropolitan,10331
19527,Kew,11 Raheen Dr,4,h,3015000,S,Jellis,29/07/2017,5.4,3101,4,2,2,813,276,1970,Boroondara,-37.80437,145.01725,Southern Metropolitan,10331
19529,Keysborough,28 Eildon Dr,3,h,745000,SP,Biggin,29/07/2017,25.2,3173,3,1,4,540,108,1980,Greater Dandenong,-37.9884,145.15925,South-Eastern Metropolitan,8459
19534,Kurunjang,55 Dunvegan Dr,3,h,375000,SP,hockingstuart,29/07/2017,31.7,3337,3,2,1,637,131,1980,Melton,-37.66195,144.59785,Northern Victoria,3553
19535,Lalor,2/7 Cooma Ct,2,u,444000,S,HAR,29/07/2017,16.3,3075,2,1,1,277,100,1980,Whittlesea,-37.66612,145.0008,Northern Metropolitan,8279
19536,Lalor,168 Darebin Dr,3,h,544000,S,Langwell,29/07/2017,16.3,3075,3,1,2,534,129,1960,Whittlesea,-37.67024,145.03644,Northern Metropolitan,8279
19537,Lalor,52 Monash St,3,h,580500,S,Love,29/07/2017,16.3,3075,3,1,1,532,934,1980,Whittlesea,-37.66101,145.02568,Northern Metropolitan,8279
19544,Maidstone,1/1 Clarendon St,3,t,670000,SP,Jas,29/07/2017,6.4,3012,3,2,2,159,128,2016,Maribyrnong,-37.78502,144.86733,Western Metropolitan,3873
19545,Maidstone,2/166 Mitchell St,4,t,821000,S,Jas,29/07/2017,6.4,3012,4,3,2,294,151,2014,Maribyrnong,-37.78133,144.86768,Western Metropolitan,3873
19549,Meadow Heights,2/11 Dutton Ct,3,t,360000,SP,RW,29/07/2017,17.4,3048,3,1,1,154,108,2008,Hume,-37.64992,144.91883,Northern Metropolitan,4704
19551,Meadow Heights,19 Papworth Pl,3,h,510000,SP,Barry,29/07/2017,17.4,3048,3,1,1,670,101,1960,Hume,-37.65168,144.91868,Northern Metropolitan,4704
19553,Melbourne,709/87 Franklin St,2,u,565000,S,MICM,29/07/2017,0,3000,2,1,0,89,85,2003,Melbourne,-37.80802,144.96168,Northern Metropolitan,17496
19557,Melton South,48 Manson Dr,3,h,385000,S,YPA,29/07/2017,29.8,3338,3,1,2,670,124,1975,Melton,-37.70228,144.57688,Western Victoria,4718
19558,Melton West,20 Linlithgow Wy,4,h,427500,S,hockingstuart,29/07/2017,31.7,3337,4,1,2,865,129.92,1980,Melton,-37.67396,144.55784,Northern Victoria,6065
19561,Mill Park,14 Jasmine Dr,3,h,668000,S,Ray,29/07/2017,17.9,3082,3,2,1,555,196,1990,Whittlesea,-37.6764,145.05085,Northern Metropolitan,10529
19562,Mill Park,14 Medlar Ct,3,h,650000,PI,Ray,29/07/2017,17.9,3082,3,2,1,661,141,1990,Whittlesea,-37.66898,145.07209,Northern Metropolitan,10529
19569,Moonee Ponds,90 Bent St,4,h,1400000,PI,Hodges,29/07/2017,6.2,3039,4,2,1,375,200,1930,Moonee Valley,-37.76261,144.93249,Western Metropolitan,6232
19573,Mooroolbark,149 Manchester Rd,3,h,696000,S,Fletchers,29/07/2017,26.5,3138,3,1,2,886,120,1960,Yarra Ranges,-37.7753,145.31266,Eastern Victoria,8280
19581,Mount Waverley,16 Walker Rd,3,h,1406000,S,Ray,29/07/2017,14.2,3149,3,2,2,660,133,1960,Monash,-37.86198,145.139,Eastern Metropolitan,13366
19583,Mulgrave,35 Bevis St,3,h,9000000,PI,Hall,29/07/2017,18.8,3170,3,1,1,744,117,1960,Monash,-37.93168,145.16126,South-Eastern Metropolitan,7113
19584,Mulgrave,5 Grainger Ct,3,h,1001000,S,Harcourts,29/07/2017,18.8,3170,3,1,2,727,168,1970,Monash,-37.9128,145.16152,South-Eastern Metropolitan,7113
19587,Murrumbeena,2/20 Gerald St,2,u,540000,VB,Weston,29/07/2017,10.1,3163,2,1,1,80,67,1970,Glen Eira,-37.89563,145.06992,Southern Metropolitan,4442
